Index,Date,Season,Year,Month,Holiday,Weekday,WorkingDay,Weather,Temp,ATemp,Humidity,WindSpeed,Casual,Registered,Count,,
305,11/1/2011,4,2011,11,0,2,1,1,16,20,68.4,9.1,410,3658,4068,,
306,11/2/2011,4,2011,11,0,3,1,1,15,20,71.9,5.5,370,3816,4186,,
307,11/3/2011,4,2011,11,0,4,1,1,17,20,70.2,9.2,318,3656,3974,,
308,11/4/2011,4,2011,11,0,5,1,2,17,20,62.3,18.2,470,3576,4046,,
309,11/5/2011,4,2011,11,0,6,0,1,13,16,51.9,12.7,1156,2770,3926,,
310,11/6/2011,4,2011,11,0,7,0,1,14,18,73.5,6.2,952,2697,3649,,
311,11/7/2011,4,2011,11,0,1,1,1,16,20,75.9,3.8,373,3662,4035,,
312,11/8/2011,4,2011,11,0,2,1,1,17,21,72.2,4.6,376,3829,4205,,
313,11/9/2011,4,2011,11,0,3,1,1,16,20,75.8,4.2,305,3804,4109,,
314,11/10/2011,4,2011,11,0,4,1,2,16,19,81.3,12.7,190,2743,2933,,
315,11/11/2011,4,2011,11,1,5,0,1,13,15,44.6,21.1,440,2928,3368,,
316,11/12/2011,4,2011,11,0,6,0,1,15,18,55.3,14.2,1275,2792,4067,,
317,11/13/2011,4,2011,11,0,7,0,1,18,22,45.8,18.9,1004,2713,3717,,
318,11/14/2011,4,2011,11,0,1,1,1,22,26,58.7,20.5,595,3891,4486,,
319,11/15/2011,4,2011,11,0,2,1,2,22,25,68.9,13.4,449,3746,4195,,
320,11/16/2011,4,2011,11,0,3,1,3,19,23,93,9.2,145,1672,1817,,
321,11/17/2011,4,2011,11,0,4,1,2,14,16,57.6,20.5,139,2914,3053,,
322,11/18/2011,4,2011,11,0,5,1,1,11,14,41,11.3,245,3147,3392,,
323,11/19/2011,4,2011,11,0,6,0,1,13,16,50.2,15,943,2720,3663,,
324,11/20/2011,4,2011,11,0,7,0,2,19,23,68.5,12.5,787,2733,3520,,
325,11/21/2011,4,2011,11,0,1,1,3,18,22,91,9.2,220,2545,2765,,
326,11/22/2011,4,2011,11,0,2,1,3,17,21,96.3,8,69,1538,1607,,
327,11/23/2011,4,2011,11,0,3,1,2,18,22,75.8,22.5,112,2454,2566,,
328,11/24/2011,4,2011,11,1,4,0,1,15,19,54.9,11.2,560,935,1495,,
329,11/25/2011,4,2011,11,0,5,1,1,15,19,64.4,6.6,1095,1697,2792,,
330,11/26/2011,4,2011,11,0,6,0,1,15,19,68.2,4.6,1249,1819,3068,,
331,11/27/2011,4,2011,11,0,7,0,1,19,23,69.8,14,810,2261,3071,,
332,11/28/2011,4,2011,11,0,1,1,1,21,25,74.3,9.5,253,3614,3867,,
333,11/29/2011,4,2011,11,0,2,1,2,19,23,83.1,17.3,96,2818,2914,,
334,11/30/2011,4,2011,11,0,3,1,1,13,16,61.3,18.2,188,3425,3613,,
335,12/1/2011,4,2011,12,0,4,1,1,13,15,52.5,14.8,182,3545,3727,,
336,12/2/2011,4,2011,12,0,5,1,1,13,17,62.6,6.8,268,3672,3940,,
337,12/3/2011,4,2011,12,0,6,0,1,12,16,61.3,6.4,706,2908,3614,,
338,12/4/2011,4,2011,12,0,7,0,1,14,17,77.6,5.6,634,2851,3485,,
339,12/5/2011,4,2011,12,0,1,1,2,16,20,82.7,4.2,233,3578,3811,,
340,12/6/2011,4,2011,12,0,2,1,3,19,23,95,15.6,126,2468,2594,,
341,12/7/2011,4,2011,12,0,3,1,3,17,20,97,17.8,50,655,705,,
342,12/8/2011,4,2011,12,0,4,1,1,11,13,58,16.1,150,3172,3322,,
343,12/9/2011,4,2011,12,0,5,1,1,12,16,69.6,5.5,261,3359,3620,,
344,12/10/2011,4,2011,12,0,6,0,1,11,13,50.8,15.6,502,2688,3190,,
345,12/11/2011,4,2011,12,0,7,0,1,9,13,49,4.5,377,2366,2743,,
346,12/12/2011,4,2011,12,0,1,1,1,10,14,67.1,4.3,143,3167,3310,,
347,12/13/2011,4,2011,12,0,2,1,1,12,15,59,9.4,155,3368,3523,,
348,12/14/2011,4,2011,12,0,3,1,2,13,17,66.4,4.1,178,3562,3740,,
349,12/15/2011,4,2011,12,0,4,1,2,17,21,63.4,18,181,3528,3709,,
350,12/16/2011,4,2011,12,0,5,1,2,15,18,50,17.5,178,3399,3577,,
351,12/17/2011,4,2011,12,0,6,0,2,11,12,56.1,16.3,275,2464,2739,,
352,12/18/2011,4,2011,12,0,7,0,1,10,12,58.6,11.4,220,2211,2431,,
353,12/19/2011,4,2011,12,0,1,1,1,11,14,63.8,11.6,260,3143,3403,,
354,12/20/2011,4,2011,12,0,2,1,2,16,20,59.5,4.1,216,3534,3750,,
355,12/21/2011,1,2011,12,0,3,1,2,18,21,85.8,14.8,107,2553,2660,,
356,12/22/2011,1,2011,12,0,4,1,2,17,21,75.8,3.2,227,2841,3068,,
357,12/23/2011,1,2011,12,0,5,1,1,15,19,68.6,18.4,163,2046,2209,,
358,12/24/2011,1,2011,12,0,6,0,1,12,15,54.3,12.8,155,856,1011,,
359,12/25/2011,1,2011,12,0,7,0,1,11,14,68.1,10.4,303,451,754,,
360,12/26/2011,1,2011,12,1,1,0,1,13,16,50.7,16,430,887,1317,,
361,12/27/2011,1,2011,12,0,2,1,2,13,16,76.3,12.6,103,1059,1162,,
362,12/28/2011,1,2011,12,0,3,1,1,12,14,50.4,19.7,255,2047,2302,,
363,12/29/2011,1,2011,12,0,4,1,1,10,13,57.4,8,254,2169,2423,,
364,12/30/2011,1,2011,12,0,5,1,1,13,16,63.7,9,491,2508,2999,,
365,12/31/2011,1,2011,12,0,6,0,1,17,21,61.6,14.8,665,1820,2485,,
366,1/1/2012,1,2012,1,0,7,0,1,15,19,69.3,12.9,686,1608,2294,,
367,1/2/2012,1,2012,1,1,1,0,1,11,13,38.1,22.1,244,1707,1951,,
368,1/3/2012,1,2012,1,0,2,1,1,6,6,44.1,24.5,89,2147,2236,,
369,1/4/2012,1,2012,1,0,3,1,2,4,6,41.5,12.4,95,2273,2368,,
370,1/5/2012,1,2012,1,0,4,1,1,11,14,52.4,8.7,140,3132,3272,,
371,1/6/2012,1,2012,1,0,5,1,1,14,17,54.2,11.2,307,3791,4098,,
372,1/7/2012,1,2012,1,0,6,0,1,16,20,53.2,11.7,1070,3451,4521,,
373,1/8/2012,1,2012,1,0,7,0,1,14,17,46.5,12.8,599,2826,3425,,
374,1/9/2012,1,2012,1,0,1,1,2,9,12,70.2,6.6,106,2270,2376,,
375,1/10/2012,1,2012,1,0,2,1,1,13,16,64.7,12.6,173,3425,3598,,
376,1/11/2012,1,2012,1,0,3,1,2,11,14,84.8,8.8,92,2085,2177,,
377,1/12/2012,1,2012,1,0,4,1,2,16,19,80.3,12.1,269,3828,4097,,
378,1/13/2012,1,2012,1,0,5,1,1,11,12,50.8,25.3,174,3040,3214,,
379,1/14/2012,1,2012,1,0,6,0,1,7,9,45.8,12.5,333,2160,2493,,
380,1/15/2012,1,2012,1,0,7,0,1,7,8,41.9,16.8,284,2027,2311,,
381,1/16/2012,1,2012,1,1,1,0,1,8,10,52.3,15.5,217,2081,2298,,
382,1/17/2012,1,2012,1,0,2,1,2,15,18,71.6,23.4,127,2808,2935,,
383,1/18/2012,1,2012,1,0,3,1,1,12,14,44.3,27.8,109,3267,3376,,
384,1/19/2012,1,2012,1,0,4,1,1,8,10,49.8,14.8,130,3162,3292,,
385,1/20/2012,1,2012,1,0,5,1,2,9,11,45,13.6,115,3048,3163,,
386,1/21/2012,1,2012,1,0,6,0,2,7,9,83.1,14.9,67,1234,1301,,
387,1/22/2012,1,2012,1,0,7,0,2,7,8,79.6,13.4,196,1781,1977,,
388,1/23/2012,1,2012,1,0,1,1,2,9,12,91.1,7.4,145,2287,2432,,
389,1/24/2012,1,2012,1,0,2,1,1,14,17,83.6,8.3,439,3900,4339,,
390,1/25/2012,1,2012,1,0,3,1,1,12,15,64.4,10.8,467,3803,4270,,
391,1/26/2012,1,2012,1,0,4,1,2,14,18,77,4.9,244,3831,4075,,
392,1/27/2012,1,2012,1,0,5,1,2,17,21,74.1,23,269,3187,3456,,
393,1/28/2012,1,2012,1,0,6,0,1,13,16,54.3,14.1,775,3248,4023,,
394,1/29/2012,1,2012,1,0,7,0,1,12,14,31.1,16.1,558,2685,3243,,
395,1/30/2012,1,2012,1,0,1,1,1,11,13,40.1,14.5,126,3498,3624,,
396,1/31/2012,1,2012,1,0,2,1,1,16,19,41.7,17.5,324,4185,4509,,
397,2/1/2012,1,2012,2,0,3,1,1,19,23,50.8,12.7,304,4275,4579,,
398,2/2/2012,1,2012,2,0,4,1,2,16,20,67.3,12.5,190,3571,3761,,
399,2/3/2012,1,2012,2,0,5,1,1,13,15,52.7,12,310,3841,4151,,
400,2/4/2012,1,2012,2,0,6,0,2,11,14,78,8.2,384,2448,2832,,
401,2/5/2012,1,2012,2,0,7,0,2,11,13,68.8,11.8,318,2629,2947,,
402,2/6/2012,1,2012,2,0,1,1,1,12,15,62.2,10.3,206,3578,3784,,
403,2/7/2012,1,2012,2,0,2,1,1,15,18,49.6,9.9,199,4176,4375,,
404,2/8/2012,1,2012,2,0,3,1,2,11,13,72.3,9,109,2693,2802,,
405,2/9/2012,1,2012,2,0,4,1,1,11,13,56.2,13,163,3667,3830,,
406,2/10/2012,1,2012,2,0,5,1,2,12,15,54,7.8,227,3604,3831,,
407,2/11/2012,1,2012,2,0,6,0,3,9,11,73.1,19.4,192,1977,2169,,
408,2/12/2012,1,2012,2,0,7,0,1,5,5,46.5,27.4,73,1456,1529,,
409,2/13/2012,1,2012,2,0,1,1,1,9,11,41.1,11.2,94,3328,3422,,
410,2/14/2012,1,2012,2,0,2,1,2,13,17,50.9,9.5,135,3787,3922,,
411,2/15/2012,1,2012,2,0,3,1,1,14,18,53.1,12.2,141,4028,4169,,
412,2/16/2012,1,2012,2,0,4,1,2,13,17,75.3,6.1,74,2931,3005,,
413,2/17/2012,1,2012,2,0,5,1,1,14,18,63.5,13.8,349,3805,4154,,
414,2/18/2012,1,2012,2,0,6,0,1,14,18,53.5,12.8,1435,2883,4318,,
415,2/19/2012,1,2012,2,0,7,0,2,11,13,51.6,17,618,2071,2689,,
416,2/20/2012,1,2012,2,1,1,0,1,11,14,50.8,15.3,502,2627,3129,,
417,2/21/2012,1,2012,2,0,2,1,1,12,15,59.4,13.8,163,3614,3777,,
418,2/22/2012,1,2012,2,0,3,1,1,16,20,56.8,15.7,394,4379,4773,,
419,2/23/2012,1,2012,2,0,4,1,1,19,22,55.5,12.8,516,4546,5062,,
420,2/24/2012,1,2012,2,0,5,1,2,17,21,73.8,15.9,246,3241,3487,,
421,2/25/2012,1,2012,2,0,6,0,1,12,13,39.6,28.3,317,2415,2732,,
422,2/26/2012,1,2012,2,0,7,0,1,11,13,41,13.8,515,2874,3389,,
423,2/27/2012,1,2012,2,0,1,1,1,15,18,49.1,18,253,4069,4322,,
424,2/28/2012,1,2012,2,0,2,1,1,15,18,39.6,13,229,4134,4363,,
425,2/29/2012,1,2012,2,0,3,1,2,14,17,80.5,12,65,1769,1834,,
426,3/1/2012,1,2012,3,0,4,1,1,20,24,61.5,15.2,325,4665,4990,,
427,3/2/2012,1,2012,3,0,5,1,2,14,18,65.7,9.7,246,2948,3194,,
428,3/3/2012,1,2012,3,0,6,0,2,17,21,62.1,10.8,956,3110,4066,,
429,3/4/2012,1,2012,3,0,7,0,1,13,15,40.3,22.4,710,2713,3423,,
430,3/5/2012,1,2012,3,0,1,1,1,10,12,50.6,15.3,203,3130,3333,,
431,3/6/2012,1,2012,3,0,2,1,1,11,13,45.7,13.5,221,3735,3956,,
432,3/7/2012,1,2012,3,0,3,1,1,17,19,51.3,23.2,432,4484,4916,,
433,3/8/2012,1,2012,3,0,4,1,1,22,26,56.8,29.6,486,4896,5382,,
434,3/9/2012,1,2012,3,0,5,1,2,17,20,40.7,27.8,447,4122,4569,,
435,3/10/2012,1,2012,3,0,6,0,1,12,14,35,15.1,968,3150,4118,,
436,3/11/2012,1,2012,3,0,7,0,1,15,18,47.7,14.9,1658,3253,4911,,
437,3/12/2012,1,2012,3,0,1,1,1,19,23,48.9,13.9,838,4460,5298,,
438,3/13/2012,1,2012,3,0,2,1,1,23,27,61.8,15.9,762,5085,5847,,
439,3/14/2012,1,2012,3,0,3,1,1,23,27,50.7,7.7,997,5315,6312,,
440,3/15/2012,1,2012,3,0,4,1,1,23,27,58,10,1005,5187,6192,,
441,3/16/2012,1,2012,3,0,5,1,2,18,22,84.2,7.6,548,3830,4378,,
442,3/17/2012,1,2012,3,0,6,0,2,21,25,75.6,7.4,3155,4681,7836,,
443,3/18/2012,1,2012,3,0,7,0,2,19,23,81,8.5,2207,3685,5892,,
444,3/19/2012,1,2012,3,0,1,1,1,22,27,72.9,10.9,982,5171,6153,,
445,3/20/2012,1,2012,3,0,2,1,1,23,27,80.8,8.1,1051,5042,6093,,
446,3/21/2012,2,2012,3,0,3,1,2,22,26,82.1,6,1122,5108,6230,,
447,3/22/2012,2,2012,3,0,4,1,1,23,27,83.1,7.9,1334,5537,6871,,
448,3/23/2012,2,2012,3,0,5,1,2,25,29,69.4,7.8,2469,5893,8362,,
449,3/24/2012,2,2012,3,0,6,0,2,21,24,88.5,12.9,1033,2339,3372,,
450,3/25/2012,2,2012,3,0,7,0,2,18,22,88.1,14.8,1532,3464,4996,,
451,3/26/2012,2,2012,3,0,1,1,1,18,22,47.8,25.9,795,4763,5558,,
452,3/27/2012,2,2012,3,0,2,1,1,13,16,29,12.5,531,4571,5102,,
453,3/28/2012,2,2012,3,0,3,1,1,20,24,48.1,19.5,674,5024,5698,,
454,3/29/2012,2,2012,3,0,4,1,1,20,24,43.9,21.4,834,5299,6133,,
455,3/30/2012,2,2012,3,0,5,1,2,15,19,58.1,9.3,796,4663,5459,,
456,3/31/2012,2,2012,3,0,6,0,2,17,21,73.8,16.8,2301,3934,6235,,
457,4/1/2012,2,2012,4,0,7,0,2,17,21,67.6,11.5,2347,3694,6041,,
458,4/2/2012,2,2012,4,0,1,1,1,18,21,50.4,20.9,1208,4728,5936,,
459,4/3/2012,2,2012,4,0,2,1,1,19,23,39.7,6.7,1348,5424,6772,,
460,4/4/2012,2,2012,4,0,3,1,1,22,27,47,12.1,1058,5378,6436,,
461,4/5/2012,2,2012,4,0,4,1,1,18,22,37.4,14.7,1192,5265,6457,,
462,4/6/2012,2,2012,4,0,5,1,1,17,20,37.7,20.1,1807,4653,6460,,
463,4/7/2012,2,2012,4,0,6,0,1,18,21,25.4,18.4,3252,3605,6857,,
464,4/8/2012,2,2012,4,0,7,0,1,21,25,27.6,15.6,2230,2939,5169,,
465,4/9/2012,2,2012,4,0,1,1,1,20,24,31.8,24,905,4680,5585,,
466,4/10/2012,2,2012,4,0,2,1,1,18,22,43.5,16.7,819,5099,5918,,
467,4/11/2012,2,2012,4,0,3,1,1,14,17,47,19.8,482,4380,4862,,
468,4/12/2012,2,2012,4,0,4,1,1,16,19,46.6,19.5,663,4746,5409,,
469,4/13/2012,2,2012,4,0,5,1,1,18,22,40.8,10.4,1252,5146,6398,,
470,4/14/2012,2,2012,4,0,6,0,1,20,24,50.3,12.8,2795,4665,7460,,
471,4/15/2012,2,2012,4,0,7,0,1,25,29,50.8,15.1,2846,4286,7132,,
472,4/16/2012,2,2012,4,1,1,0,1,27,31,56.2,19.1,1198,5172,6370,,
473,4/17/2012,2,2012,4,0,2,1,1,25,30,39,18.3,989,5702,6691,,
474,4/18/2012,2,2012,4,0,3,1,2,19,23,56.9,11.3,347,4020,4367,,
475,4/19/2012,2,2012,4,0,4,1,1,20,25,61.3,4.4,846,5719,6565,,
476,4/20/2012,2,2012,4,0,5,1,1,22,26,69.5,10,1340,5950,7290,,
477,4/21/2012,2,2012,4,0,6,0,1,23,27,68.3,19,2541,4083,6624,,
478,4/22/2012,2,2012,4,0,7,0,3,16,19,83.5,23.1,120,907,1027,,
479,4/23/2012,2,2012,4,0,1,1,2,13,15,76.7,20.3,195,3019,3214,,
480,4/24/2012,2,2012,4,0,2,1,1,17,20,45.4,16.7,518,5115,5633,,
481,4/25/2012,2,2012,4,0,3,1,1,20,24,42.8,8,655,5541,6196,,
482,4/26/2012,2,2012,4,0,4,1,2,20,24,75.7,11.8,475,4551,5026,,
483,4/27/2012,2,2012,4,0,5,1,1,19,23,40.1,23.3,1014,5219,6233,,
484,4/28/2012,2,2012,4,0,6,0,2,15,19,49,8.7,1120,3100,4220,,
485,4/29/2012,2,2012,4,0,7,0,1,19,23,58.7,7.8,2229,4075,6304,,
486,4/30/2012,2,2012,4,0,1,1,2,19,23,57,11.5,665,4907,5572,,
487,5/1/2012,2,2012,5,0,2,1,2,25,29,66,10.5,653,5087,5740,,
488,5/2/2012,2,2012,5,0,3,1,1,23,27,79.7,9.2,667,5502,6169,,
489,5/3/2012,2,2012,5,0,4,1,2,23,27,76.8,9,764,5657,6421,,
490,5/4/2012,2,2012,5,0,5,1,1,26,30,73.5,10.9,1069,5227,6296,,
491,5/5/2012,2,2012,5,0,6,0,2,25,29,75.7,10.3,2496,4387,6883,,
492,5/6/2012,2,2012,5,0,7,0,2,23,27,74,10,2135,4224,6359,,
493,5/7/2012,2,2012,5,0,1,1,2,22,26,66.4,15.5,1008,5265,6273,,
494,5/8/2012,2,2012,5,0,2,1,2,24,28,68.6,19.8,738,4990,5728,,
495,5/9/2012,2,2012,5,0,3,1,2,24,28,74.4,14.5,620,4097,4717,,
496,5/10/2012,2,2012,5,0,4,1,1,21,25,55.2,21,1026,5546,6572,,
497,5/11/2012,2,2012,5,0,5,1,1,22,26,36,15.9,1319,5711,7030,,
498,5/12/2012,2,2012,5,0,6,0,1,23,27,48,8.2,2622,4807,7429,,
499,5/13/2012,2,2012,5,0,7,0,1,25,29,57.6,15.1,2172,3946,6118,,
500,5/14/2012,2,2012,5,0,1,1,2,24,27,79,14.3,342,2501,2843,,
501,5/15/2012,2,2012,5,0,2,1,2,25,29,79.5,9.9,625,4490,5115,,
502,5/16/2012,2,2012,5,0,3,1,1,26,30,69.8,8.2,991,6433,7424,,
503,5/17/2012,2,2012,5,0,4,1,1,24,29,52,15.4,1242,6142,7384,,
504,5/18/2012,2,2012,5,0,5,1,1,23,28,52.3,9.2,1521,6118,7639,,
505,5/19/2012,2,2012,5,0,6,0,1,25,28,45.6,5.6,3410,4884,8294,,
506,5/20/2012,2,2012,5,0,7,0,1,25,29,53,17,2704,4425,7129,,
507,5/21/2012,2,2012,5,0,1,1,2,25,28,81.1,15.6,630,3729,4359,,
508,5/22/2012,2,2012,5,0,2,1,2,25,29,76.6,7.9,819,5254,6073,,
509,5/23/2012,2,2012,5,0,3,1,2,25,29,77.5,6.8,766,4494,5260,,
510,5/24/2012,2,2012,5,0,4,1,1,27,30,71.7,11.6,1059,5711,6770,,
511,5/25/2012,2,2012,5,0,5,1,1,28,31,74.7,9.4,1417,5317,6734,,
512,5/26/2012,2,2012,5,0,6,0,1,28,32,73.3,13.3,2855,3681,6536,,
513,5/27/2012,2,2012,5,0,7,0,1,28,32,69.7,14.4,3283,3308,6591,,
514,5/28/2012,2,2012,5,1,1,0,1,29,34,67.6,13.2,2557,3486,6043,,
515,5/29/2012,2,2012,5,0,2,1,1,30,34,68.5,19.8,880,4863,5743,,
516,5/30/2012,2,2012,5,0,3,1,2,27,31,67,9,745,6110,6855,,
517,5/31/2012,2,2012,5,0,4,1,1,28,32,49.3,13.1,1100,6238,7338,,
518,6/1/2012,2,2012,6,0,5,1,2,27,30,75.5,15.9,533,3594,4127,,
519,6/2/2012,2,2012,6,0,6,0,1,24,28,54.9,12.5,2795,5325,8120,,
520,6/3/2012,2,2012,6,0,7,0,1,25,29,49.3,12.3,2494,5147,7641,,
521,6/4/2012,2,2012,6,0,1,1,1,24,29,48.7,19.1,1071,5927,6998,,
522,6/5/2012,2,2012,6,0,2,1,2,22,26,61.3,14,968,6033,7001,,
523,6/6/2012,2,2012,6,0,3,1,1,23,27,61.1,5.2,1027,6028,7055,,
524,6/7/2012,2,2012,6,0,4,1,1,25,28,56.7,10.5,1038,6456,7494,,
525,6/8/2012,2,2012,6,0,5,1,1,27,30,46.8,11.8,1488,6248,7736,,
526,6/9/2012,2,2012,6,0,6,0,1,29,32,43.7,9.7,2708,4790,7498,,
527,6/10/2012,2,2012,6,0,7,0,1,30,33,53.8,9,2224,4374,6598,,
528,6/11/2012,2,2012,6,0,1,1,2,30,33,58.8,13.9,1017,5647,6664,,
529,6/12/2012,2,2012,6,0,2,1,2,27,30,83.3,14.4,477,4495,4972,,
530,6/13/2012,2,2012,6,0,3,1,1,27,31,58.2,23,1173,6248,7421,,
531,6/14/2012,2,2012,6,0,4,1,1,27,31,57,17,1180,6183,7363,,
532,6/15/2012,2,2012,6,0,5,1,1,26,30,59,11.8,1563,6102,7665,,
533,6/16/2012,2,2012,6,0,6,0,1,26,30,50.4,11.2,2963,4739,7702,,
534,6/17/2012,2,2012,6,0,7,0,1,24,29,59.9,9.7,2634,4344,6978,,
535,6/18/2012,2,2012,6,0,1,1,2,23,27,77.8,11.7,653,4446,5099,,
536,6/19/2012,2,2012,6,0,2,1,1,28,33,69,9.9,968,5857,6825,,
537,6/20/2012,2,2012,6,0,3,1,1,32,36,59.2,7.6,872,5339,6211,,
538,6/21/2012,3,2012,6,0,4,1,1,33,38,56.8,8,778,5127,5905,,
539,6/22/2012,3,2012,6,0,5,1,1,32,36,57.4,12.3,964,4859,5823,,
540,6/23/2012,3,2012,6,0,6,0,1,30,33,53.5,12,2657,4801,7458,,
541,6/24/2012,3,2012,6,0,7,0,1,30,34,47.9,9.8,2551,4340,6891,,
542,6/25/2012,3,2012,6,0,1,1,1,29,33,50.4,20.1,1139,5640,6779,,
543,6/26/2012,3,2012,6,0,2,1,1,26,30,37.3,23.3,1077,6365,7442,,
544,6/27/2012,3,2012,6,0,3,1,1,29,32,36,18.2,1077,6258,7335,,
545,6/28/2012,3,2012,6,0,4,1,1,31,34,42.3,11.5,921,5958,6879,,
546,6/29/2012,3,2012,6,0,5,1,1,34,39,48.9,11.1,829,4634,5463,,
547,6/30/2012,3,2012,6,0,6,0,1,31,34,60.1,10.8,1455,4232,5687,,
548,7/1/2012,3,2012,7,0,7,0,1,33,38,51.9,11.3,1421,4110,5531,,
549,7/2/2012,3,2012,7,0,1,1,1,32,35,44.7,13.1,904,5323,6227,,
550,7/3/2012,3,2012,7,0,2,1,1,32,35,49.2,8.5,1052,5608,6660,,
551,7/4/2012,3,2012,7,1,3,0,1,32,37,53.9,9,2562,4841,7403,,
552,7/5/2012,3,2012,7,0,4,1,1,34,38,45.8,13,1405,4836,6241,,
553,7/6/2012,3,2012,7,0,5,1,1,34,38,45.1,9.8,1366,4841,6207,,
554,7/7/2012,3,2012,7,0,6,0,1,35,40,49.2,11,1448,3392,4840,,
555,7/8/2012,3,2012,7,0,7,0,1,34,40,57.4,8.4,1203,3469,4672,,
556,7/9/2012,3,2012,7,0,1,1,2,29,33,68.3,12.1,998,5571,6569,,
557,7/10/2012,3,2012,7,0,2,1,2,30,33,66.8,10.2,954,5336,6290,,
558,7/11/2012,3,2012,7,0,3,1,1,29,33,63.3,10.2,975,6289,7264,,
559,7/12/2012,3,2012,7,0,4,1,1,29,33,53,9.8,1032,6414,7446,,
560,7/13/2012,3,2012,7,0,5,1,2,30,33,48.6,5.4,1511,5988,7499,,
561,7/14/2012,3,2012,7,0,6,0,2,29,33,69.9,9.6,2355,4614,6969,,
562,7/15/2012,3,2012,7,0,7,0,1,31,35,71.8,11.2,1920,4111,6031,,
563,7/16/2012,3,2012,7,0,1,1,1,31,36,64.5,11,1088,5742,6830,,
564,7/17/2012,3,2012,7,0,2,1,1,34,38,50.6,7.7,921,5865,6786,,
565,7/18/2012,3,2012,7,0,3,1,1,33,37,57.7,9.2,799,4914,5713,,
566,7/19/2012,3,2012,7,0,4,1,1,32,36,60,11.1,888,5703,6591,,
567,7/20/2012,3,2012,7,0,5,1,2,27,31,84.4,14,747,5123,5870,,
568,7/21/2012,3,2012,7,0,6,0,3,24,27,86.5,14.3,1264,3195,4459,,
569,7/22/2012,3,2012,7,0,7,0,2,27,31,76.3,6.3,2544,4866,7410,,
570,7/23/2012,3,2012,7,0,1,1,1,30,35,69.4,9.3,1135,5831,6966,,
571,7/24/2012,3,2012,7,0,2,1,1,31,35,65.5,14.2,1140,6452,7592,,
572,7/25/2012,3,2012,7,0,3,1,1,30,33,45,11,1383,6790,8173,,
573,7/26/2012,3,2012,7,0,4,1,1,32,37,59.7,19.1,1036,5825,6861,,
574,7/27/2012,3,2012,7,0,5,1,1,32,37,59.5,10.3,1259,5645,6904,,
575,7/28/2012,3,2012,7,0,6,0,1,31,35,61.3,10.5,2234,4451,6685,,
576,7/29/2012,3,2012,7,0,7,0,1,30,33,62.4,11.4,2153,4444,6597,,
577,7/30/2012,3,2012,7,0,1,1,1,30,34,66.9,10.3,1040,6065,7105,,
578,7/31/2012,3,2012,7,0,2,1,1,29,33,70.4,11.1,968,6248,7216,,
579,8/1/2012,3,2012,8,0,3,1,1,29,33,67.8,9.5,1074,6506,7580,,
580,8/2/2012,3,2012,8,0,4,1,1,31,35,66,8.7,983,6278,7261,,
581,8/3/2012,3,2012,8,0,5,1,2,31,36,64.3,14.5,1328,5847,7175,,
582,8/4/2012,3,2012,8,0,6,0,1,33,38,61.3,17.2,2345,4479,6824,,
583,8/5/2012,3,2012,8,0,7,0,1,32,37,65.3,19.5,1707,3757,5464,,
584,8/6/2012,3,2012,8,0,1,1,2,31,36,65.4,8.7,1233,5780,7013,,
585,8/7/2012,3,2012,8,0,2,1,2,30,35,70.4,7.8,1278,5995,7273,,
586,8/8/2012,3,2012,8,0,3,1,2,31,35,67.3,7.4,1263,6271,7534,,
587,8/9/2012,3,2012,8,0,4,1,1,31,35,62,10.5,1196,6090,7286,,
588,8/10/2012,3,2012,8,0,5,1,2,29,33,71.6,16,1065,4721,5786,,
589,8/11/2012,3,2012,8,0,6,0,2,28,32,73.3,13.8,2247,4052,6299,,
590,8/12/2012,3,2012,8,0,7,0,1,29,32,53,8.2,2182,4362,6544,,
591,8/13/2012,3,2012,8,0,1,1,1,30,33,54.5,9.1,1207,5676,6883,,
592,8/14/2012,3,2012,8,0,2,1,1,30,34,68.7,11.3,1128,5656,6784,,
593,8/15/2012,3,2012,8,0,3,1,1,29,33,62,11.4,1198,6149,7347,,
594,8/16/2012,3,2012,8,0,4,1,1,29,33,51.9,9.5,1338,6267,7605,,
595,8/17/2012,3,2012,8,0,5,1,1,30,12,57.1,15.5,1483,5665,7148,,
596,8/18/2012,3,2012,8,0,6,0,1,28,31,60.3,11.9,2827,5038,7865,,
597,8/19/2012,3,2012,8,0,7,0,2,26,30,71.2,5.8,1208,3341,4549,,
598,8/20/2012,3,2012,8,0,1,1,2,26,30,73.4,8.7,1026,5504,6530,,
599,8/21/2012,3,2012,8,0,2,1,1,27,30,67.4,4.9,1081,5925,7006,,
600,8/22/2012,3,2012,8,0,3,1,1,27,31,67.7,4.7,1094,6281,7375,,
601,8/23/2012,3,2012,8,0,4,1,1,29,32,63.6,5.7,1363,6402,7765,,
602,8/24/2012,3,2012,8,0,5,1,2,29,32,61.5,4.8,1325,6257,7582,,
603,8/25/2012,3,2012,8,0,6,0,2,27,31,71.3,16.4,1829,4224,6053,,
604,8/26/2012,3,2012,8,0,7,0,2,27,30,84.6,15.3,1483,3772,5255,,
605,8/27/2012,3,2012,8,0,1,1,1,29,33,73,8.6,989,5928,6917,,
606,8/28/2012,3,2012,8,0,2,1,1,30,33,62,12.8,935,6105,7040,,
607,8/29/2012,3,2012,8,0,3,1,1,28,32,55.2,7.5,1177,6520,7697,,
608,8/30/2012,3,2012,8,0,4,1,1,29,33,59,5.2,1172,6541,7713,,
